geometry,ano,estado,area_km2
"MULTIPOLYGON (((-72.95141389 -7.41301831, -72.95125785 -7.41301759, -72.9512572 -7.41315731, -72.95125534 -7.41355999, -72.95110807 -7.41355931, -72.94908187 -7.41354997, -72.94908025 -7.41389951, -72.94907936 -7.41409237, -72.94904576 -7.41450684, -72.9487492 -7.41450684, -72.94871213 -7.41509997, -72.95082515 -7.41508144, -72.9510105 -7.41426589, -72.95121439 -7.41422882, -72.95123292 -7.41398786, -72.95145534 -7.41396932, -72.95145534 -7.41372836, -72.95280842 -7.41380251, -72.9528272 -7.41302482, -72.95141389 -7.41301831)))",2013,AC,0.05
"MULTIPOLYGON (((-72.82247369 -7.41469668, -72.82247163 -7.41511747, -72.82275863 -7.41511887, -72.82301495 -7.41512013, -72.82300695 -7.41674719, -72.82296461 -7.41674698, -72.82265165 -7.41674545, -72.82265152 -7.41744306, -72.82371729 -7.41752201, -72.82371729 -7.41716675, -72.82403308 -7.41714701, -72.82405281 -7.4168707, -72.82513833 -7.41698912, -72.82521727 -7.41460099, -72.82434886 -7.41450231, -72.82247494 -7.41444301, -72.82247369 -7.41469668)))",2013,AC,0.08
"MULTIPOLYGON (((-72.85328784 -7.44690866, -72.8532861 -7.44726751, -72.85316335 -7.44726692, -72.85274272 -7.44726488, -72.85274137 -7.44754184, -72.85274008 -7.44780724, -72.8521967 -7.4478046, -72.85219493 -7.44816834, -72.85219406 -7.44834697, -72.8512595 -7.44834243, -72.85133161 -7.44931669, -72.85214471 -7.44931669, -72.85216278 -7.44850358, -72.85241575 -7.44852165, -72.85266871 -7.44816027, -72.85274099 -7.44801572, -72.85404196 -7.44797958, -72.85404196 -7.44825062, -72.85590307 -7.44819641, -72.85590307 -7.4468593, -72.8538432 -7.4468593, -72.85383211 -7.44672778, -72.85340184 -7.4467257, -72.85328874 -7.44672515, -72.85328784 -7.44690866)))",2013,AC,0.06
"MULTIPOLYGON (((-72.87770331 -7.45512793, -72.8761801 -7.45518045, -72.87626764 -7.4572289, -72.87654777 -7.45729893, -72.87658279 -7.45750903, -72.87817603 -7.45754405, -72.87815852 -7.45542556, -72.87787839 -7.45537304, -72.8778959 -7.45509291, -72.87770331 -7.45512793)))",2013,AC,0.05
"MULTIPOLYGON (((-72.8800494 -7.45892719, -72.87903393 -7.45890968, -72.87901642 -7.45922483, -72.87871878 -7.45918981, -72.87871878 -7.46022279, -72.8789814 -7.4602403, -72.87896389 -7.46081807, -72.880277 -7.46078305, -72.88032953 -7.46029282, -72.88062716 -7.46027532, -72.88059215 -7.45918981, -72.8800494 -7.45918981, -72.8800494 -7.45892719)))",2013,AC,0.04
"MULTIPOLYGON (((-72.87169894 -7.46020579, -72.87169918 -7.46015658, -72.87170075 -7.45983121, -72.87208954 -7.45983308, -72.87276351 -7.45983632, -72.87278755 -7.45983644, -72.87278957 -7.45941919, -72.87279017 -7.45929407, -72.87367481 -7.45929833, -72.87387697 -7.4592993, -72.87387751 -7.45918611, -72.87387959 -7.45875693, -72.87396722 -7.45875735, -72.87496638 -7.45876216, -72.87496764 -7.45850174, -72.8749682 -7.45838493, -72.87329126 -7.45833191, -72.87327375 -7.45861204, -72.87302864 -7.45859454, -72.87301113 -7.45885716, -72.872731 -7.45885716, -72.87271349 -7.45911978, -72.87192563 -7.4591723, -72.87196064 -7.45892719, -72.8707876 -7.45883965, -72.87084012 -7.45989014, -72.87105022 -7.45989014, -72.87105022 -7.46011774, -72.87169894 -7.46020579)))",2013,AC,0.04
"MULTIPOLYGON (((-72.84837623 -7.47314607, -72.84715522 -7.47314607, -72.84705347 -7.47341741, -72.84620554 -7.47343437, -72.84623945 -7.47446884, -72.8461377 -7.4744858, -72.84596812 -7.47502848, -72.84574765 -7.47502848, -72.84571374 -7.47531677, -72.8454424 -7.47533373, -72.84554415 -7.47609687, -72.84688388 -7.47613078, -72.846833 -7.47594424, -72.8473248 -7.47589336, -72.84756222 -7.47555419, -72.84842711 -7.47553723, -72.8485119 -7.47513023, -72.84925808 -7.47506239, -72.84932591 -7.47419751, -72.84907154 -7.47418055, -72.84903762 -7.47345133, -72.8488002 -7.47343437, -72.84874932 -7.47311216, -72.84837623 -7.47314607)))",2013,AC,0.1
"MULTIPOLYGON (((-72.85205625 -7.47552027, -72.85205625 -7.47514719, -72.852158 -7.47455364, -72.85273459 -7.47436709, -72.85273459 -7.47377354, -72.85276851 -7.473587, -72.85317551 -7.47365483, -72.85370123 -7.47396009, -72.85577017 -7.47401096, -72.85587193 -7.47346829, -72.85636372 -7.47348525, -72.85634677 -7.47314607, -72.85741516 -7.47317999, -72.85748299 -7.47128063, -72.85717774 -7.47129759, -72.85687248 -7.47128063, -72.85561755 -7.47126367, -72.85548188 -7.47048358, -72.85497312 -7.47016136, -72.85468483 -7.47014441, -72.85470178 -7.4704327, -72.85451524 -7.47046662, -72.8544474 -7.47075491, -72.85365035 -7.47080579, -72.85358252 -7.4718233, -72.85254804 -7.47180635, -72.85239542 -7.4730952, -72.85066564 -7.47312912, -72.85041126 -7.47331566, -72.84963117 -7.47341741, -72.84961421 -7.47372267, -72.84963117 -7.47441797, -72.85110657 -7.47441797, -72.85108961 -7.47529981, -72.85205625 -7.47552027)))",2013,AC,0.21
"MULTIPOLYGON (((-72.8379534 -7.47127509, -72.83795115 -7.47173139, -72.83794873 -7.47222417, -72.83942211 -7.47230945, -72.83965953 -7.47198724, -72.84037179 -7.47195332, -72.84071096 -7.47105452, -72.84091446 -7.47012179, -72.83998174 -7.47013875, -72.83981215 -7.47119018, -72.8379534 -7.47127509)))",2013,AC,0.04
"MULTIPOLYGON (((-72.84478297 -7.40806534, -72.84478243 -7.40817534, -72.84423911 -7.4081727, -72.84423564 -7.40888574, -72.84550626 -7.40884989, -72.84551522 -7.40777395, -72.8449638 -7.40775601, -72.8449638 -7.40806535, -72.84478297 -7.40806534)))",2013,AC,0.01
"MULTIPOLYGON (((-72.97499886 -7.42440218, -72.97454147 -7.42440218, -72.97449859 -7.42491674, -72.97415555 -7.42493103, -72.97424131 -7.42518832, -72.97447 -7.4252312, -72.97446989 -7.42559951, -72.97538445 -7.42560368, -72.97529902 -7.42467375, -72.97505603 -7.42464517, -72.97499886 -7.42440218)))",2013,AC,0.01
"MULTIPOLYGON (((-72.96822378 -7.42463802, -72.9682345 -7.42576363, -72.96799865 -7.42574219, -72.96799865 -7.42651403, -72.96854538 -7.42648187, -72.96848106 -7.42617099, -72.96983179 -7.42623531, -72.96983744 -7.42625309, -72.96984034 -7.4262622, -72.96990683 -7.42647115, -72.97014267 -7.42650331, -72.97015339 -7.42626747, -72.97038923 -7.42626747, -72.97044283 -7.42524906, -72.96987609 -7.42518724, -72.96987247 -7.42543759, -72.96986257 -7.42543715, -72.96986395 -7.42547418, -72.96933866 -7.42546346, -72.96927434 -7.4252169, -72.96899562 -7.42523834, -72.9689849 -7.42463802, -72.96822378 -7.42463802)))",2013,AC,0.03
"MULTIPOLYGON (((-72.95173899 -7.43064417, -72.95153571 -7.43118626, -72.95079033 -7.43108462, -72.95082421 -7.43169447, -72.95123078 -7.43172835, -72.95126466 -7.43213492, -72.9510275 -7.43257537, -72.95167123 -7.43349015, -72.9524166 -7.43396448, -72.95289093 -7.43460821, -72.95353467 -7.43386283, -72.95322974 -7.43264313, -72.95248437 -7.43176223, -72.95190839 -7.43115238, -72.95173899 -7.43064417)))",2013,AC,0.06
"MULTIPOLYGON (((-72.87333184 -7.45301677, -72.87316244 -7.45372827, -72.87272199 -7.45366051, -72.87238318 -7.45488021, -72.87434826 -7.45498185, -72.87461931 -7.45755679, -72.87407722 -7.45745514, -72.87367065 -7.4582344, -72.874969 -7.45821979, -72.87512752 -7.45433812, -72.87482259 -7.45430424, -72.87499199 -7.45328782, -72.87468707 -7.45325394, -72.87461931 -7.45267797, -72.87394169 -7.45271185, -72.87380617 -7.45288125, -72.87333184 -7.45301677)))",2013,AC,0.08
