geometry,ano,estado,area_km2
"MULTIPOLYGON (((-61.40014745 -8.55116489, -61.39749269 -8.54980579, -61.39578264 -8.55306914, -61.39625271 -8.5532269, -61.39644688 -8.55292333, -61.39759943 -8.55296148, -61.39742629 -8.55478229, -61.3974441 -8.55688824, -61.39788128 -8.55708817, -61.39782156 -8.5580855, -61.39826737 -8.56046065, -61.40165151 -8.56297047, -61.4040956 -8.56473663, -61.40371959 -8.5668746, -61.40522365 -8.57040687, -61.40437761 -8.57616997, -61.40259154 -8.57830788, -61.40353158 -8.58109643, -61.40823177 -8.58509332, -61.40935981 -8.58565103, -61.40766775 -8.59094916, -61.4066337 -8.5946671, -61.41067587 -8.5969908, -61.41283795 -8.59457415, -61.41641009 -8.59429531, -61.42299036 -8.59643311, -61.42308436 -8.59410941, -61.4190422 -8.59234339, -61.41500004 -8.59150685, -61.41180391 -8.59150685, -61.41105188 -8.58862542, -61.41086387 -8.58537217, -61.40738573 -8.58109643, -61.40766775 -8.57951625, -61.40870179 -8.57644883, -61.40616369 -8.56919846, -61.40926581 -8.56492254, -61.40964182 -8.56278456, -61.41058186 -8.56148317, -61.41123989 -8.55990291, -61.41170991 -8.55739308, -61.40888979 -8.5551621, -61.40813776 -8.55479027, -61.40635169 -8.55674238, -61.40832577 -8.559717, -61.4089838 -8.56148317, -61.4089838 -8.56315638, -61.40851378 -8.56362116, -61.40550566 -8.56231978, -61.4015575 -8.56083248, -61.40143825 -8.56014282, -61.40049611 -8.55953966, -61.39949282 -8.55955503, -61.39931727 -8.55850191, -61.39939542 -8.55637055, -61.3991134 -8.55376773, -61.40005344 -8.55125785, -61.40014745 -8.55116489)))",2013,AM,2.51
"MULTIPOLYGON (((-61.42162464 -8.64904713, -61.42162445 -8.64909337, -61.42157806 -8.64909318, -61.42156999 -8.64910116, -61.42135279 -8.64949995, -61.42325674 -8.64986426, -61.42325681 -8.64984853, -61.42305936 -8.64965333, -61.42325958 -8.64918322, -61.42325992 -8.64910011, -61.42329491 -8.64910025, -61.42330759 -8.64907049, -61.42374199 -8.64910116, -61.42361787 -8.6460029, -61.42318347 -8.64597222, -61.42312142 -8.64361016, -61.4234756 -8.64367582, -61.42362135 -8.64367642, -61.42374199 -8.6427819, -61.42327656 -8.64268987, -61.42309039 -8.642015, -61.42374199 -8.642015, -61.42367993 -8.64038915, -61.42414536 -8.64023576, -61.42414536 -8.63999035, -61.42346273 -8.63956088, -61.42290422 -8.63965291, -61.42243879 -8.64069591, -61.42184924 -8.64189229, -61.42163204 -8.64321137, -61.42153896 -8.64434639, -61.42178719 -8.64505194, -61.42240776 -8.64695385, -61.42222159 -8.64845697, -61.42162464 -8.64904713)))",2013,AM,0.18
"MULTIPOLYGON (((-61.42302833 -8.63087932, -61.42175616 -8.63103271, -61.4225629 -8.6334562, -61.42287319 -8.63449922, -61.42327656 -8.63563426, -61.42333862 -8.63637051, -61.42578988 -8.63637051, -61.42566576 -8.63572629, -61.42491695 -8.6354248, -61.42442462 -8.63477531, -61.42395919 -8.63302672, -61.42346273 -8.63216776, -61.42333862 -8.63161557, -61.42302833 -8.63087932)))",2013,AM,0.11
"MULTIPOLYGON (((-61.68507817 -8.4422703, -61.68458941 -8.4415637, -61.68259678 -8.4429769, -61.68282236 -8.44450166, -61.68361189 -8.44632392, -61.68421344 -8.44833212, -61.68421344 -8.44900151, -61.68368709 -8.4493734, -61.68368709 -8.45141877, -61.6824088 -8.45357569, -61.68203283 -8.4551376, -61.6812057 -8.45517479, -61.68064175 -8.45365007, -61.68004021 -8.45208816, -61.67917548 -8.4500428, -61.677822 -8.44833212, -61.6766189 -8.44803461, -61.67616774 -8.44855525, -61.67590457 -8.44955934, -61.67511503 -8.44907589, -61.67406233 -8.45015436, -61.67443829 -8.45123283, -61.67676929 -8.45264599, -61.67906269 -8.45550948, -61.67943866 -8.456997, -61.67846114 -8.45818701, -61.67733324 -8.45807545, -61.67628053 -8.45684825, -61.67575418 -8.4563648, -61.67530302 -8.45621605, -61.67530302 -8.45703419, -61.675491 -8.45974889, -61.675491 -8.46067858, -61.67398713 -8.46119921, -61.67312241 -8.46079015, -61.6721073 -8.46224046, -61.67109219 -8.46372795, -61.67007707 -8.46514107, -61.67003948 -8.46227765, -61.66962591 -8.45770357, -61.66894917 -8.4551376, -61.66759569 -8.45376164, -61.66624221 -8.45361288, -61.66699414 -8.45841014, -61.66733251 -8.46383951, -61.66733251 -8.46555012, -61.66673097 -8.46592199, -61.66346005 -8.4656245, -61.66105386 -8.46659136, -61.65924922 -8.46804165, -61.6594748 -8.46893413, -61.65872286 -8.47131408, -61.65770775 -8.47272717, -61.65616629 -8.47414025, -61.65571513 -8.47268998, -61.65541435 -8.47138845, -61.65503839 -8.47060753, -61.65428645 -8.4704216, -61.65364731 -8.47045879, -61.65364731 -8.47105377, -61.6536849 -8.47224374, -61.65391048 -8.47347089, -61.65443684 -8.47466085, -61.65548955 -8.47566488, -61.65590311 -8.47685483, -61.65586551 -8.47823071, -61.65680543 -8.47949503, -61.65861007 -8.48075934, -61.65909883 -8.48027593, -61.65876046 -8.47927192, -61.65767016 -8.47771011, -61.65763256 -8.47581362, -61.65778295 -8.47395431, -61.6594372 -8.47146283, -61.66082828 -8.46982662, -61.66191859 -8.46815321, -61.66252013 -8.46811602, -61.66346005 -8.46811602, -61.66470074 -8.4678929, -61.66582864 -8.46878539, -61.66646779 -8.46990099, -61.66774608 -8.4698638, -61.66887398 -8.46952912, -61.66996428 -8.47083065, -61.67064102 -8.47120252, -61.67259605 -8.47075628, -61.67278404 -8.47135127, -61.67331039 -8.47157439, -61.67391194 -8.47105377, -61.67406233 -8.46971506, -61.67391194 -8.46833915, -61.67349838 -8.4670376, -61.67398713 -8.46569887, -61.67458868 -8.46473201, -61.67635573 -8.46287264, -61.67910029 -8.4609389, -61.68067935 -8.45889358, -61.68267198 -8.45774076, -61.68346151 -8.45614168, -61.68402546 -8.45588136, -61.68609328 -8.45495166, -61.68789792 -8.45480291, -61.69004093 -8.45365007, -61.69098085 -8.45365007, -61.69199596 -8.45413352, -61.69342464 -8.45521197, -61.69534207 -8.45502603, -61.69639478 -8.45391039, -61.69804904 -8.45246005, -61.69744749 -8.45130721, -61.69545486 -8.45071219, -61.69240953 -8.45097251, -61.69131922 -8.45134439, -61.68940179 -8.45119564, -61.68767234 -8.45112126, -61.68609328 -8.45153034, -61.68492778 -8.45160471, -61.68564212 -8.45011717, -61.68594289 -8.44848087, -61.6858301 -8.44558014, -61.68511576 -8.44390663, -61.68507817 -8.4422703)))",2013,AM,3.13
"MULTIPOLYGON (((-61.69744749 -8.49224953, -61.69665796 -8.49347661, -61.69428936 -8.49477807, -61.69349983 -8.49555893, -61.69395099 -8.49660009, -61.69346224 -8.4972694, -61.69222154 -8.49697193, -61.69105605 -8.49853366, -61.69128163 -8.50147117, -61.68962737 -8.503665, -61.69007853 -8.50541262, -61.69086806 -8.50578445, -61.69199596 -8.50466895, -61.69331185 -8.5025495, -61.69378349 -8.50111786, -61.69485331 -8.49916578, -61.69767307 -8.49749251, -61.69917694 -8.49596796, -61.70083119 -8.49593078, -61.70286142 -8.49533583, -61.70327498 -8.49477807, -61.70342537 -8.49340225, -61.70321383 -8.49276378, -61.70259824 -8.49250982, -61.70195072 -8.49292444, -61.70056802 -8.49429467, -61.69944011 -8.49462933, -61.69853779 -8.49481525, -61.6981388 -8.49423221, -61.69865058 -8.49332788, -61.69887616 -8.49262137, -61.69823702 -8.4923239, -61.69744749 -8.49224953)))",2013,AM,0.66
"MULTIPOLYGON (((-61.69225417 -8.4561082, -61.68981285 -8.45752159, -61.69024115 -8.45893499, -61.68977002 -8.46030556, -61.68964152 -8.46116217, -61.69092643 -8.46231859, -61.69345342 -8.46321802, -61.69683701 -8.46454576, -61.69885004 -8.46583067, -61.70000646 -8.46660162, -61.70052042 -8.46887162, -61.70206231 -8.47054201, -61.70334722 -8.47234088, -61.70368986 -8.47358296, -61.70424666 -8.47482755, -61.70173351 -8.47644579, -61.69925213 -8.47882569, -61.69673315 -8.4787885, -61.69571804 -8.47808197, -61.69538801 -8.47595248, -61.6947407 -8.47407899, -61.69431717 -8.47218383, -61.69328924 -8.47007087, -61.69323213 -8.46887162, -61.69111917 -8.46670156, -61.68929174 -8.46487413, -61.68849224 -8.46681577, -61.69146181 -8.46955691, -61.69260395 -8.47201251, -61.69323071 -8.47344019, -61.69318741 -8.47441101, -61.68991992 -8.47423969, -61.68872067 -8.47252648, -61.68786407 -8.47155566, -61.68700746 -8.47092748, -61.68643639 -8.47201251, -61.68712168 -8.4734973, -61.68872067 -8.47526761, -61.6901512 -8.476265, -61.69313458 -8.47613883, -61.69371677 -8.47765525, -61.69349983 -8.47990407, -61.69075527 -8.48269299, -61.68827389 -8.48488692, -61.68628126 -8.48436633, -61.68451422 -8.4811312, -61.68338631 -8.47514427, -61.68255919 -8.47213218, -61.68184485 -8.4709794, -61.68079214 -8.47079347, -61.68013162 -8.47106797, -61.68019059 -8.47250405, -61.6812057 -8.47540458, -61.68192004 -8.47811915, -61.68372468 -8.48365981, -61.68598049 -8.48722959, -61.68598049 -8.48927476, -61.68624366 -8.49191487, -61.68575491 -8.49477807, -61.68504057 -8.49656291, -61.68436383 -8.49886831, -61.68552933 -8.49909142, -61.68635645 -8.4972694, -61.68782273 -8.49369972, -61.6880859 -8.48949786, -61.68823629 -8.48737833, -61.69131922 -8.48455226, -61.69334945 -8.48209802, -61.69519168 -8.48053623, -61.6962068 -8.48012719, -61.69819942 -8.48031311, -61.70064321 -8.47945784, -61.70173351 -8.4787885, -61.70301091 -8.47722572, -61.70410211 -8.4766689, -61.7067366 -8.47677087, -61.706431 -8.47525334, -61.70523175 -8.47101314, -61.70454647 -8.46942842, -61.7036042 -8.46891445, -61.70279043 -8.46711558, -61.70304741 -8.46561652, -61.70313307 -8.46407463, -61.70180533 -8.46141915, -61.70171967 -8.45906349, -61.7003491 -8.4551231, -61.69876438 -8.45430932, -61.69705117 -8.45550857, -61.69615173 -8.4569648, -61.69735098 -8.45820688, -61.69803626 -8.45992009, -61.69705117 -8.46141915, -61.69598041 -8.46107651, -61.69499531 -8.45944896, -61.69409588 -8.45889216, -61.6946955 -8.45773575, -61.69422437 -8.45722178, -61.69306795 -8.45722178, -61.69225417 -8.4561082)))",2013,AM,2.98
"MULTIPOLYGON (((-63.25081905 -7.92730579, -63.25058014 -7.92674834, -63.24613305 -7.92261223, -63.24482691 -7.92273663, -63.24417384 -7.92164818, -63.24380066 -7.92037314, -63.24121948 -7.91825844, -63.23969565 -7.92068412, -63.23792304 -7.92556659, -63.23702118 -7.92883194, -63.2364614 -7.93023138, -63.23848281 -7.93331013, -63.2408774 -7.93601571, -63.24218354 -7.93701086, -63.2429299 -7.93750844, -63.2429921 -7.9362334, -63.24335851 -7.93529527, -63.24442263 -7.93465785, -63.24534969 -7.93569704, -63.2447055 -7.93669018, -63.24461828 -7.93867685, -63.24483632 -7.94057714, -63.24535959 -7.94148409, -63.24788876 -7.94170003, -63.24924055 -7.94213191, -63.25050514 -7.94195916, -63.24998186 -7.94062032, -63.24924055 -7.94031801, -63.24945859 -7.93949743, -63.25037432 -7.93945424, -63.25111563 -7.93841772, -63.25351397 -7.93863366, -63.25377561 -7.93725163, -63.25464774 -7.93725163, -63.25560708 -7.93625829, -63.2564356 -7.93448755, -63.257831 -7.93284637, -63.25259824 -7.92835469, -63.25137726 -7.92740452, -63.25081905 -7.92730579)))",2013,AM,3.12
"MULTIPOLYGON (((-61.84808934 -8.11559399, -61.84791897 -8.11559351, -61.84791911 -8.11554275, -61.84779678 -8.11551853, -61.84789077 -8.11471829, -61.8476088 -8.11484856, -61.84713884 -8.1151091, -61.84649969 -8.11471829, -61.84552218 -8.11430887, -61.84471385 -8.11419721, -61.84445067 -8.11421582, -61.84428149 -8.1152952, -61.845259 -8.11548131, -61.84627411 -8.11641181, -61.84676287 -8.11700733, -61.84584175 -8.11719343, -61.84441308 -8.11637459, -61.84334157 -8.11603961, -61.84358595 -8.11520215, -61.84358595 -8.11481134, -61.84356715 -8.11458802, -61.84322245 -8.11449495, -61.8431519 -8.11449475, -61.84313479 -8.11468107, -61.84277762 -8.11475551, -61.84262723 -8.11579768, -61.84206328 -8.1162071, -61.84153693 -8.11643042, -61.84138654 -8.11689567, -61.840691 -8.11689567, -61.84023984 -8.11702594, -61.84027744 -8.11715621, -61.84010825 -8.11736092, -61.84016465 -8.11795644, -61.84040903 -8.11812393, -61.84057821 -8.11857057, -61.84059701 -8.11924053, -61.84093538 -8.11912887, -61.84086019 -8.11817976, -61.84108577 -8.11771451, -61.8418377 -8.11775173, -61.8418001 -8.11819837, -61.84228886 -8.11829142, -61.84245805 -8.11752841, -61.8430408 -8.11737953, -61.8430408 -8.11706316, -61.84356715 -8.1173237, -61.84367994 -8.11791922, -61.84405591 -8.11864501, -61.84471385 -8.1188125, -61.84537179 -8.11890555, -61.84685686 -8.11909165, -61.84704485 -8.11754702, -61.84749601 -8.11693289, -61.84792837 -8.1165793, -61.84792837 -8.11589073, -61.84822914 -8.11585351, -61.84808934 -8.11559399)))",2013,AM,0.23
"MULTIPOLYGON (((-61.636522 -8.4954102, -61.63915377 -8.49503836, -61.64020648 -8.49503836, -61.64460529 -8.49455496, -61.64614676 -8.49474088, -61.64874093 -8.49396001, -61.65009442 -8.4954102, -61.65163588 -8.49719503, -61.65302696 -8.49630262, -61.65167348 -8.49444341, -61.65171108 -8.49277011, -61.65280138 -8.49143147, -61.65291417 -8.49068777, -61.65156069 -8.49013, -61.65103433 -8.48949786, -61.64990643 -8.49013, -61.6468611 -8.49269574, -61.64362778 -8.49329069, -61.64095841 -8.49355098, -61.63825145 -8.49340225, -61.63528131 -8.49462933, -61.6353941 -8.49526146, -61.636522 -8.4954102)))",2013,AM,0.5
"MULTIPOLYGON (((-61.4278688 -8.59943384, -61.42703102 -8.59983268, -61.42603811 -8.60127462, -61.42485902 -8.60403578, -61.42330759 -8.60691964, -61.42243879 -8.60839223, -61.42129073 -8.61026365, -61.42063913 -8.61179759, -61.42153896 -8.61363832, -61.42290422 -8.61486546, -61.42392816 -8.61621531, -61.42482799 -8.61615396, -61.42392816 -8.613669, -61.42414536 -8.61023297, -61.42526239 -8.6066742, -61.42631736 -8.60366763, -61.42734131 -8.60148938, -61.4278688 -8.60023151, -61.42811702 -8.59952588, -61.4278688 -8.59943384)))",2013,AM,0.39
