geometry,ano,estado,area_km2
"MULTIPOLYGON (((-60.15683464 1.25128547, -60.15819911 1.24999897, -60.16026531 1.2450479, -60.15964155 1.24387835, -60.15987546 1.24321561, -60.16061617 1.24243591, -60.15946169 1.24110103, -60.1594604 1.24001702, -60.15999891 1.24001637, -60.15999859 1.2397468, -60.15999826 1.23947436, -60.16053677 1.23947371, -60.16053613 1.23893171, -60.16107463 1.23893106, -60.16107399 1.23838906, -60.162151 1.23838776, -60.16215035 1.23784576, -60.16275622 1.23784503, -60.16322736 1.23784446, -60.16322672 1.23730246, -60.16430373 1.23730116, -60.16430308 1.23675916, -60.16484158 1.23675851, -60.16484094 1.23621651, -60.16530158 1.23621596, -60.16591795 1.23621521, -60.16591759 1.23591364, -60.1659173 1.23567321, -60.16681464 1.23567213, -60.16724359 1.23725093, -60.16716562 1.23853743, -60.1664639 1.239629, -60.16580116 1.24060362, -60.16498247 1.24185114, -60.16369597 1.24266982, -60.16443669 1.24352749, -60.16459814 1.2436006, -60.16444633 1.24569554, -60.164227 1.24872229, -60.16281931 1.25071652, -60.16276034 1.2507007, -60.16190267 1.25179227, -60.16155181 1.25218212, -60.1597585 1.25284486, -60.158472 1.25397542, -60.15812114 1.25491106, -60.15819911 1.25615858, -60.15788723 1.25701624, -60.15697204 1.2579869, -60.1558199 1.25800748, -60.15550916 1.25662639, -60.1566787 1.25533989, -60.15777028 1.25303979, -60.15683464 1.25128547)))",2013,RR,1.1
"MULTIPOLYGON (((-60.08932607 3.37888698, -60.08857946 3.37877149, -60.08809318 3.37869626, -60.08761779 3.37807167, -60.08653071 3.37803284, -60.08567657 3.37946935, -60.08439536 3.38071174, -60.08201212 3.38064004, -60.0816 3.38009054, -60.08361887 3.37857639, -60.08466713 3.37845991, -60.08552127 3.37686811, -60.08948137 3.37663516, -60.08932607 3.37888698)))",2016,RR,0.17
"MULTIPOLYGON (((-60.62277335 2.80468064, -60.61624161 2.79368042, -60.61519272 2.79172799, -60.61781495 2.79039462, -60.61881617 2.79201371, -60.6192307 2.79203027, -60.61909001 2.79175749, -60.61951783 2.79137766, -60.61996942 2.7910453, -60.61970797 2.79042807, -60.61918508 2.78981083, -60.61958913 2.78952596, -60.62046855 2.79011945, -60.62108651 2.78992953, -60.62156187 2.79054677, -60.622061 2.79030937, -60.62275027 2.78957344, -60.6246517 2.78814905, -60.63123895 2.79968653, -60.6314731 2.79968653, -60.63282787 2.79921174, -60.63541857 2.79802476, -60.63629799 2.79899808, -60.63672581 2.8002088, -60.63515713 2.8013483, -60.63408757 2.80194179, -60.63299424 2.80279641, -60.63318439 2.80357981, -60.63206729 2.80460061, -60.63125919 2.80391216, -60.63009456 2.80443443, -60.62940529 2.80407834, -60.62743469 2.80195702, -60.62507996 2.8032656, -60.62482345 2.80349015, -60.62328728 2.80424784, -60.62277335 2.80468064)))",2013,RR,2.04
"MULTIPOLYGON (((-60.63337453 2.76690175, -60.62788414 2.76148897, -60.63194846 2.76158393, -60.63349337 2.76134652, -60.63394496 2.76322201, -60.6341351 2.76471765, -60.63337453 2.76690175)))",2013,RR,0.21
"MULTIPOLYGON (((-60.6271711 2.76082424, -60.62377229 2.75735814, -60.62377229 2.75638478, -60.62505576 2.7549841, -60.62569749 2.7541057, -60.62693342 2.75474669, -60.62748009 2.75557761, -60.62669574 2.75628982, -60.62688589 2.75704952, -60.62767023 2.75837898, -60.6271711 2.76082424)))",2013,RR,0.18
"MULTIPOLYGON (((-60.63330323 2.76049187, -60.63061745 2.76001706, -60.63018963 2.75977966, -60.63071252 2.75617112, -60.63121165 2.7541057, -60.63182962 2.75374959, -60.63266149 2.7541057, -60.63332699 2.75427188, -60.63294671 2.75704952, -60.63299424 2.75852142, -60.63330323 2.76049187)))",2013,RR,0.19
"MULTIPOLYGON (((-60.63354091 2.75296616, -60.63230497 2.75270501, -60.63163947 2.75196906, -60.63408757 2.74833675, -60.63510959 2.74838423, -60.63629799 2.74902523, -60.63354091 2.75296616)))",2013,RR,0.13
"MULTIPOLYGON (((-60.63494321 2.75785669, -60.63480061 2.75348845, -60.63579886 2.75341723, -60.63682088 2.75346471, -60.63815188 2.75346471, -60.63829449 2.75306112, -60.63900753 2.75325104, -60.63905506 2.75507906, -60.63817565 2.7563373, -60.63739131 2.75790417, -60.63691595 2.75861638, -60.63636929 2.75854516, -60.63494321 2.75785669)))",2013,RR,0.21
"MULTIPOLYGON (((-60.64164577 2.76089546, -60.63979187 2.75816532, -60.63907883 2.75754807, -60.64262025 2.75469921, -60.64364227 2.75382082, -60.64568632 2.75560135, -60.64349967 2.7585689, -60.64164577 2.76089546)))",2013,RR,0.26
"MULTIPOLYGON (((-60.64609037 2.75479418, -60.64521096 2.75002233, -60.64611414 2.74900149, -60.64475937 2.7477195, -60.6465895 2.74534544, -60.64518719 2.74411092, -60.6440701 2.74489436, -60.6442127 2.74190304, -60.64442662 2.73872178, -60.64713616 2.73705992, -60.6498457 2.73960019, -60.65063004 2.74107211, -60.65143815 2.74171311, -60.65165207 2.74247281, -60.65457552 2.74430085, -60.64894252 2.75128058, -60.64609037 2.75479418)))",2013,RR,1.14
